trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.001, 'e': 1.0}",25,0,-219.9513030907022,"{0: 11, 1: 3, 2: 6, 3: 2, 4: 3}",0
2,False,"{'a': 0.001, 'e': 0.99900049983337502}",20,0,-76.43285339305585,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
3,False,"{'a': 0.001, 'e': 0.99800199866733308}",20,0,-84.63082192761115,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
4,False,"{'a': 0.001, 'e': 0.997004495503373}",20,0,-106.62092368248585,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
5,False,"{'a': 0.001, 'e': 0.99600798934399148}",25,0,-85.27339241975343,"{0: 14, 1: 4, 2: 6, 3: 1, 4: 0}",0
6,False,"{'a': 0.001, 'e': 0.99501247919268232}",30,0,-123.25631065902247,"{0: 18, 1: 3, 2: 7, 3: 1, 4: 1}",0
7,False,"{'a': 0.001, 'e': 0.99401796405393528}",30,0,-140.38054752749986,"{0: 17, 1: 6, 2: 5, 3: 0, 4: 2}",0
8,False,"{'a': 0.001, 'e': 0.99302444293323511}",30,0,-98.54598773675193,"{0: 16, 1: 6, 2: 7, 3: 1, 4: 0}",0
9,False,"{'a': 0.001, 'e': 0.99203191483706066}",20,0,-81.91572587648886,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
10,False,"{'a': 0.001, 'e': 0.99104037877288365}",25,0,-56.586129374245594,"{0: 19, 1: 0, 2: 4, 3: 2, 4: 0}",0
11,False,"{'a': 0.001, 'e': 0.99004983374916811}",25,2,-54.72415045064299,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 1}",1
12,False,"{'a': 0.001, 'e': 0.98906027877536873}",30,0,-46.95903873464059,"{0: 23, 1: 2, 2: 4, 3: 1, 4: 0}",0
13,False,"{'a': 0.001, 'e': 0.98807171286193052}",20,0,-46.12024476606946,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
14,False,"{'a': 0.001, 'e': 0.98708413502028758}",25,0,-198.1573760015968,"{0: 13, 1: 3, 2: 5, 3: 1, 4: 3}",0
15,False,"{'a': 0.001, 'e': 0.98609754426286189}",25,0,-79.85690330289316,"{0: 15, 1: 6, 2: 3, 3: 0, 4: 1}",0
16,False,"{'a': 0.001, 'e': 0.98511193960306265}",25,0,-175.12971777573296,"{0: 10, 1: 3, 2: 9, 3: 2, 4: 1}",0
17,False,"{'a': 0.001, 'e': 0.98412732005528514}",30,0,-195.01105063469734,"{0: 18, 1: 5, 2: 1, 3: 3, 4: 3}",0
18,False,"{'a': 0.001, 'e': 0.98314368463490964}",20,0,-148.01159062528956,"{0: 9, 1: 2, 2: 7, 3: 0, 4: 2}",0
19,False,"{'a': 0.001, 'e': 0.98216103235830077}",20,0,-130.11187450264043,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
20,False,"{'a': 0.001, 'e': 0.981179362242806}",25,0,-135.07707872945434,"{0: 13, 1: 6, 2: 4, 3: 0, 4: 2}",0
21,False,"{'a': 0.001, 'e': 0.98019867330675525}",25,0,-128.70580529218168,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
22,False,"{'a': 0.001, 'e': 0.97921896456945956}",30,0,-164.98660226919458,"{0: 15, 1: 5, 2: 6, 3: 3, 4: 1}",0
23,False,"{'a': 0.001, 'e': 0.97824023505121005}",25,0,-164.1309425399838,"{0: 13, 1: 2, 2: 7, 3: 1, 4: 2}",0
24,False,"{'a': 0.001, 'e': 0.97726248377327707}",25,0,-165.04601852844414,"{0: 12, 1: 4, 2: 6, 3: 1, 4: 2}",0
25,False,"{'a': 0.001, 'e': 0.97628570975790929}",20,0,-84.3877152746719,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
26,False,"{'a': 0.001, 'e': 0.97530991202833262}",25,0,-205.34309495687864,"{0: 8, 1: 6, 2: 7, 3: 2, 4: 2}",0
27,False,"{'a': 0.001, 'e': 0.97433508960874937}",30,0,-133.33443568013618,"{0: 19, 1: 4, 2: 5, 3: 0, 4: 2}",0
28,False,"{'a': 0.001, 'e': 0.97336124152433678}",20,0,-71.67963764659402,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
29,False,"{'a': 0.001, 'e': 0.97238836680124685}",30,0,-173.03433897383138,"{0: 19, 1: 4, 2: 3, 3: 1, 4: 3}",0
30,False,"{'a': 0.001, 'e': 0.97141646446660479}",20,0,-142.65890747536014,"{0: 8, 1: 5, 2: 5, 3: 0, 4: 2}",0
31,False,"{'a': 0.001, 'e': 0.97044553354850815}",20,14,-12.844841371310402,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
32,False,"{'a': 0.001, 'e': 0.96947557307602594}",30,0,-162.83350100244695,"{0: 21, 1: 1, 2: 4, 3: 1, 4: 3}",0
33,False,"{'a': 0.001, 'e': 0.9685065820791976}",25,0,-173.85425640355948,"{0: 12, 1: 1, 2: 8, 3: 3, 4: 1}",0
34,False,"{'a': 0.001, 'e': 0.96753855958903201}",25,0,-176.25500305229724,"{0: 14, 1: 1, 2: 7, 3: 0, 4: 3}",0
35,False,"{'a': 0.001, 'e': 0.96657150463750663}",25,0,-147.90510494738183,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
36,False,"{'a': 0.001, 'e': 0.96560541625756646}",20,0,-140.62778862828728,"{0: 9, 1: 4, 2: 5, 3: 0, 4: 2}",0
37,False,"{'a': 0.001, 'e': 0.96464029348312308}",30,0,-94.88336420209734,"{0: 19, 1: 5, 2: 3, 3: 3, 4: 0}",0
38,False,"{'a': 0.001, 'e': 0.9636761353490535}",20,0,-29.08081486147617,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
39,False,"{'a': 0.001, 'e': 0.96271294089119952}",30,0,-299.79953613016085,"{0: 13, 1: 5, 2: 5, 3: 2, 4: 5}",0
40,False,"{'a': 0.001, 'e': 0.96175070914636673}",30,0,-235.5626555470133,"{0: 14, 1: 4, 2: 7, 3: 2, 4: 3}",0
41,False,"{'a': 0.001, 'e': 0.96078943915232318}",20,0,-147.097756433915,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 3}",0
42,False,"{'a': 0.001, 'e': 0.9598291299477989}",20,0,-89.71354647650297,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
43,False,"{'a': 0.001, 'e': 0.95886978057248451}",20,0,-103.83349472964673,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
44,False,"{'a': 0.001, 'e': 0.95791139006703063}",25,0,-126.62174741608501,"{0: 12, 1: 5, 2: 6, 3: 1, 4: 1}",0
45,False,"{'a': 0.001, 'e': 0.95695395747304668}",30,5,-102.08590093242576,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",1
46,False,"{'a': 0.001, 'e': 0.95599748183309996}",25,0,-85.20960081812878,"{0: 15, 1: 5, 2: 4, 3: 0, 4: 1}",0
47,False,"{'a': 0.001, 'e': 0.95504196219071469}",25,0,-104.39813034516938,"{0: 14, 1: 4, 2: 6, 3: 0, 4: 1}",0
48,False,"{'a': 0.001, 'e': 0.95408739759037109}",20,9,-27.57922276667131,"{0: 6, 1: 2, 2: 3, 3: 0, 4: 0}",1
49,False,"{'a': 0.001, 'e': 0.95313378707750473}",35,12,-91.59842019792872,"{0: 15, 1: 1, 2: 5, 3: 1, 4: 1}",1
50,False,"{'a': 0.001, 'e': 0.95218112969850488}",20,0,-132.44675108602073,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
51,False,"{'a': 0.001, 'e': 0.95122942450071402}",25,0,-77.75906092566754,"{0: 16, 1: 0, 2: 9, 3: 0, 4: 0}",0
52,False,"{'a': 0.001, 'e': 0.95027867053242698}",25,0,-144.57961013016177,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
53,False,"{'a': 0.001, 'e': 0.94932886684288953}",30,9,-116.33374133522307,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 1}",1
54,False,"{'a': 0.001, 'e': 0.9483800124822982}",25,0,-110.96903029842582,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
55,False,"{'a': 0.001, 'e': 0.94743210650179832}",25,0,-74.04269517060528,"{0: 16, 1: 5, 2: 2, 3: 2, 4: 0}",0
56,False,"{'a': 0.001, 'e': 0.94648514795348382}",30,0,-190.57534783072882,"{0: 18, 1: 3, 2: 4, 3: 2, 4: 3}",0
57,False,"{'a': 0.001, 'e': 0.94553913589039629}",20,12,-49.00705620854727,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 1}",1
58,False,"{'a': 0.001, 'e': 0.94459406936652335}",30,0,-139.51390704541214,"{0: 15, 1: 3, 2: 10, 3: 2, 4: 0}",0
59,False,"{'a': 0.001, 'e': 0.94364994743679853}",25,0,-26.491480763251083,"{0: 18, 1: 5, 2: 2, 3: 0, 4: 0}",0
60,False,"{'a': 0.001, 'e': 0.94270676915709972}",20,0,-158.54306617339395,"{0: 10, 1: 2, 2: 4, 3: 2, 4: 2}",0
61,False,"{'a': 0.001, 'e': 0.94176453358424872}",25,0,-37.178789849937175,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
62,False,"{'a': 0.001, 'e': 0.94082323977600968}",30,16,-71.17874961312269,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 1}",1
63,False,"{'a': 0.001, 'e': 0.93988288679108889}",20,0,-137.25751949050417,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
64,False,"{'a': 0.001, 'e': 0.93894347368913322}",25,0,-89.51069538836434,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
65,False,"{'a': 0.001, 'e': 0.93800499953072947}",20,0,-67.35559918779744,"{0: 11, 1: 2, 2: 7, 3: 0, 4: 0}",0
66,False,"{'a': 0.001, 'e': 0.93706746337740343}",25,0,-107.22021406854296,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
67,False,"{'a': 0.001, 'e': 0.93613086429161885}",35,0,-271.55271689651397,"{0: 23, 1: 2, 2: 3, 3: 1, 4: 6}",0
68,False,"{'a': 0.001, 'e': 0.93519520133677658}",20,0,-90.64594372865648,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
69,False,"{'a': 0.001, 'e': 0.93426047357721353}",30,0,-173.0893412752592,"{0: 15, 1: 4, 2: 8, 3: 1, 4: 2}",0
70,False,"{'a': 0.001, 'e': 0.93332668007820196}",20,0,-120.78862493076835,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",0
71,False,"{'a': 0.001, 'e': 0.93239381990594827}",20,0,-106.89859999617306,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
72,False,"{'a': 0.001, 'e': 0.93146189212759212}",20,0,-137.30064910579924,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
73,False,"{'a': 0.001, 'e': 0.93053089581120574}",35,0,-86.65522841113281,"{0: 21, 1: 6, 2: 8, 3: 0, 4: 0}",0
74,False,"{'a': 0.001, 'e': 0.92960083002579275}",30,0,-103.06607091794805,"{0: 20, 1: 3, 2: 5, 3: 1, 4: 1}",0
75,False,"{'a': 0.001, 'e': 0.92867169384128723}",30,12,-29.608745447751225,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 0}",1
76,False,"{'a': 0.001, 'e': 0.92774348632855286}",20,0,-72.76368469841964,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
77,False,"{'a': 0.001, 'e': 0.92681620655938224}",25,0,-49.8304955918816,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
78,False,"{'a': 0.001, 'e': 0.92588985360649534}",20,0,-148.01339911695388,"{0: 10, 1: 1, 2: 7, 3: 0, 4: 2}",0
79,False,"{'a': 0.001, 'e': 0.92496442654353928}",25,0,-17.131819743448695,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
80,False,"{'a': 0.001, 'e': 0.92403992444508676}",20,0,-24.02832400459316,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
81,False,"{'a': 0.001, 'e': 0.92311634638663576}",25,0,-148.88906609381974,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
82,False,"{'a': 0.001, 'e': 0.92219369144460805}",20,0,-29.78971607522984,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
83,False,"{'a': 0.001, 'e': 0.9212719586963487}",25,0,-136.9240978241454,"{0: 12, 1: 4, 2: 7, 3: 1, 4: 1}",0
84,False,"{'a': 0.001, 'e': 0.92035114722012468}",25,0,-240.9839586486442,"{0: 9, 1: 4, 2: 7, 3: 2, 4: 3}",0
85,False,"{'a': 0.001, 'e': 0.91943125609512466}",30,0,-166.1463445243652,"{0: 16, 1: 4, 2: 6, 3: 3, 4: 1}",0
86,False,"{'a': 0.001, 'e': 0.91851228440145738}",25,0,-66.50849242053557,"{0: 15, 1: 4, 2: 5, 3: 1, 4: 0}",0
87,False,"{'a': 0.001, 'e': 0.91759423122015094}",30,4,-72.13299377246389,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 1}",1
88,False,"{'a': 0.001, 'e': 0.91667709563315225}",25,0,-126.27918574204074,"{0: 13, 1: 3, 2: 7, 3: 1, 4: 1}",0
89,False,"{'a': 0.001, 'e': 0.91576087672332562}",20,0,-62.08297685859005,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
90,False,"{'a': 0.001, 'e': 0.91484557357445195}",25,0,-157.3798065497716,"{0: 16, 1: 3, 2: 2, 3: 1, 4: 3}",0
91,False,"{'a': 0.001, 'e': 0.91393118527122819}",20,0,-93.17549646306956,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
92,False,"{'a': 0.001, 'e': 0.91301771089926576}",25,0,-155.67563527833659,"{0: 16, 1: 0, 2: 6, 3: 0, 4: 3}",0
93,False,"{'a': 0.001, 'e': 0.91210514954509037}",25,0,-102.78769554997898,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
94,False,"{'a': 0.001, 'e': 0.91119350029614055}",20,0,-62.677455129371914,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
95,False,"{'a': 0.001, 'e': 0.91028276224076698}",30,0,-99.54922343187704,"{0: 20, 1: 4, 2: 4, 3: 1, 4: 1}",0
96,False,"{'a': 0.001, 'e': 0.90937293446823142}",30,0,-125.54134346662987,"{0: 19, 1: 1, 2: 8, 3: 1, 4: 1}",0
97,False,"{'a': 0.001, 'e': 0.90846401606870619}",25,0,-140.6451875419585,"{0: 11, 1: 6, 2: 6, 3: 1, 4: 1}",0
98,False,"{'a': 0.001, 'e': 0.9075560061332727}",25,0,-85.01558473174447,"{0: 12, 1: 7, 2: 6, 3: 0, 4: 0}",0
99,False,"{'a': 0.001, 'e': 0.90664890375392093}",30,0,-109.17558642319067,"{0: 20, 1: 1, 2: 7, 3: 1, 4: 1}",0
100,False,"{'a': 0.001, 'e': 0.9057427080235485}",30,0,-102.86338928300988,"{0: 18, 1: 2, 2: 9, 3: 1, 4: 0}",0
101,False,"{'a': 0.001, 'e': 0.90483741803595952}",25,0,-145.35962806603433,"{0: 16, 1: 3, 2: 1, 3: 3, 4: 2}",0
102,False,"{'a': 0.001, 'e': 0.90393303288586413}",30,0,-150.457759846486,"{0: 21, 1: 1, 2: 5, 3: 0, 4: 3}",0
103,False,"{'a': 0.001, 'e': 0.90302955166887677}",25,10,-65.32398312069728,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 1}",1
104,False,"{'a': 0.001, 'e': 0.90212697348151649}",25,0,-109.47972621674619,"{0: 15, 1: 6, 2: 2, 3: 0, 4: 2}",0
105,False,"{'a': 0.001, 'e': 0.90122529742120472}",20,12,0.7712175615079457,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
106,False,"{'a': 0.001, 'e': 0.90032452258626561}",25,0,-111.06484840279897,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
107,False,"{'a': 0.001, 'e': 0.89942464807592404}",20,0,-129.37201973227644,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
108,False,"{'a': 0.001, 'e': 0.8985256729903055}",30,0,-236.49707566459665,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 5}",0
109,False,"{'a': 0.001, 'e': 0.89762759643043488}",20,0,-124.62426055131156,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
110,False,"{'a': 0.001, 'e': 0.89673041749823545}",30,0,-134.86119639266522,"{0: 19, 1: 3, 2: 5, 3: 1, 4: 2}",0
111,False,"{'a': 0.001, 'e': 0.89583413529652822}",20,0,-76.10809553754348,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
112,False,"{'a': 0.001, 'e': 0.89493874892903102}",25,0,-97.59039326655613,"{0: 14, 1: 3, 2: 6, 3: 2, 4: 0}",0
113,False,"{'a': 0.001, 'e': 0.89404425750035721}",25,0,-74.938651293378,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
114,False,"{'a': 0.001, 'e': 0.89315066011601552}",30,0,-60.0755344255024,"{0: 19, 1: 6, 2: 5, 3: 0, 4: 0}",0
115,False,"{'a': 0.001, 'e': 0.8922579558824083}",20,0,-150.7589313399169,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
116,False,"{'a': 0.001, 'e': 0.89136614390683133}",30,0,-136.86956548659506,"{0: 17, 1: 4, 2: 7, 3: 1, 4: 1}",0
117,False,"{'a': 0.001, 'e': 0.89047522329747264}",20,0,-114.1413188009318,"{0: 12, 1: 4, 2: 1, 3: 1, 4: 2}",0
118,False,"{'a': 0.001, 'e': 0.88958519316341134}",25,0,-166.69684715342726,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
119,False,"{'a': 0.001, 'e': 0.88869605261461737}",25,0,-162.4397022513263,"{0: 14, 1: 1, 2: 7, 3: 1, 4: 2}",0
120,False,"{'a': 0.001, 'e': 0.88780780076195009}",25,0,-165.4383832693632,"{0: 13, 1: 4, 2: 4, 3: 2, 4: 2}",0
121,False,"{'a': 0.001, 'e': 0.88692043671715748}",25,0,-43.66640038582015,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
122,False,"{'a': 0.001, 'e': 0.88603395959287556}",20,0,-99.06083077729967,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
123,False,"{'a': 0.001, 'e': 0.88514836850262713}",20,0,-48.214380832092466,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
124,False,"{'a': 0.001, 'e': 0.8842636625608209}",30,6,-83.67825794710413,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 1}",1
125,False,"{'a': 0.001, 'e': 0.8833798408827509}",30,10,-98.59664473261694,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",1
126,False,"{'a': 0.001, 'e': 0.88249690258459546}",25,15,1.1873730683334245,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.001, 'e': 0.88161484678341606}",20,0,-38.386163273742554,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
128,False,"{'a': 0.001, 'e': 0.88073367259715696}",25,0,-112.97538521085018,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
129,False,"{'a': 0.001, 'e': 0.87985337914464379}",20,0,-42.117436586419075,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
130,False,"{'a': 0.001, 'e': 0.87897396554558316}",25,4,-77.00747968019637,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 1}",1
131,False,"{'a': 0.001, 'e': 0.8780954309205613}",30,7,-108.46815922979597,"{0: 12, 1: 3, 2: 7, 3: 0, 4: 1}",1
132,False,"{'a': 0.001, 'e': 0.87721777439104354}",25,0,-153.80831900914637,"{0: 13, 1: 5, 2: 4, 3: 1, 4: 2}",0
133,False,"{'a': 0.001, 'e': 0.87634099507937324}",20,0,-102.27749139510352,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
134,False,"{'a': 0.001, 'e': 0.8754650921087711}",30,0,-161.60782240819367,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 4}",0
135,False,"{'a': 0.001, 'e': 0.87459006460333399}",20,0,-137.09467326391234,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
136,False,"{'a': 0.001, 'e': 0.87371591168803442}",25,0,-186.1044689101997,"{0: 14, 1: 2, 2: 5, 3: 1, 4: 3}",0
137,False,"{'a': 0.001, 'e': 0.87284263248871929}",30,0,-191.40240289611754,"{0: 16, 1: 4, 2: 5, 3: 3, 4: 2}",0
138,False,"{'a': 0.001, 'e': 0.87197022613210939}",25,0,-148.78311797278647,"{0: 12, 1: 5, 2: 6, 3: 0, 4: 2}",0
139,False,"{'a': 0.001, 'e': 0.87109869174579835}",20,0,-64.24960434198941,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
140,False,"{'a': 0.001, 'e': 0.87022802845825153}",30,0,-138.33992992639986,"{0: 22, 1: 2, 2: 3, 3: 0, 4: 3}",0
141,False,"{'a': 0.001, 'e': 0.86935823539880586}",20,0,-135.96071878314945,"{0: 9, 1: 1, 2: 8, 3: 1, 4: 1}",0
142,False,"{'a': 0.001, 'e': 0.86848931169766785}",20,0,-88.60731688073966,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
143,False,"{'a': 0.001, 'e': 0.86762125648591404}",25,0,-76.52965457407926,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
144,False,"{'a': 0.001, 'e': 0.86675406889548889}",20,0,-187.59565009263602,"{0: 9, 1: 3, 2: 4, 3: 1, 4: 3}",0
145,False,"{'a': 0.001, 'e': 0.86588774805920499}",25,0,-183.7480676568195,"{0: 13, 1: 4, 2: 2, 3: 4, 4: 2}",0
146,False,"{'a': 0.001, 'e': 0.8650222931107413}",25,0,-127.0561692642523,"{0: 14, 1: 4, 2: 4, 3: 2, 4: 1}",0
147,False,"{'a': 0.001, 'e': 0.8641577031846428}",30,0,-197.9185766361913,"{0: 16, 1: 4, 2: 6, 3: 1, 4: 3}",0
148,False,"{'a': 0.001, 'e': 0.86329397741631941}",20,2,-12.19102607221178,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
149,False,"{'a': 0.001, 'e': 0.8624311149420455}",20,0,-61.376388800182205,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
150,False,"{'a': 0.001, 'e': 0.86156911489895827}",25,0,-171.60531524604312,"{0: 16, 1: 0, 2: 5, 3: 1, 4: 3}",0
151,False,"{'a': 0.001, 'e': 0.86070797642505781}",30,0,-170.58062158262013,"{0: 17, 1: 3, 2: 7, 3: 1, 4: 2}",0
152,False,"{'a': 0.001, 'e': 0.85984769865920552}",20,0,-13.795020648462966,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
153,False,"{'a': 0.001, 'e': 0.85898828074112343}",20,0,-83.22620869652602,"{0: 13, 1: 4, 2: 0, 3: 2, 4: 1}",0
154,False,"{'a': 0.001, 'e': 0.8581297218113938}",20,0,-212.03436726551394,"{0: 9, 1: 2, 2: 3, 3: 3, 4: 3}",0
155,False,"{'a': 0.001, 'e': 0.8572720210114575}",25,0,-67.19131318445845,"{0: 15, 1: 3, 2: 7, 3: 0, 4: 0}",0
156,False,"{'a': 0.001, 'e': 0.85641517748361351}",20,0,-106.89829885959695,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
157,False,"{'a': 0.001, 'e': 0.85555919037101846}",25,0,-67.95818682955209,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 0}",0
158,False,"{'a': 0.001, 'e': 0.85470405881768508}",25,0,-123.27297750220028,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
159,False,"{'a': 0.001, 'e': 0.85384978196848171}",20,0,-70.42616925760105,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
160,False,"{'a': 0.001, 'e': 0.85299635896913151}",25,0,-167.83055363918578,"{0: 14, 1: 4, 2: 3, 3: 1, 4: 3}",0
161,False,"{'a': 0.001, 'e': 0.85214378896621135}",25,0,-74.82040527880923,"{0: 13, 1: 6, 2: 6, 3: 0, 4: 0}",1
162,False,"{'a': 0.001, 'e': 0.8512920711071511}",25,0,-122.16788981138801,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
163,False,"{'a': 0.001, 'e': 0.85044120454023298}",20,0,-69.69844931558822,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
164,False,"{'a': 0.001, 'e': 0.84959118841459025}",20,0,-150.21708045001245,"{0: 12, 1: 0, 2: 4, 3: 2, 4: 2}",0
165,False,"{'a': 0.001, 'e': 0.84874202188020675}",25,0,-96.95017824964968,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
166,False,"{'a': 0.001, 'e': 0.84789370408791587}",20,2,-114.4095909184113,"{0: 10, 1: 1, 2: 4, 3: 2, 4: 1}",1
167,False,"{'a': 0.001, 'e': 0.84704623418939962}",30,0,-49.44518788411461,"{0: 20, 1: 5, 2: 5, 3: 0, 4: 0}",0
168,False,"{'a': 0.001, 'e': 0.84619961133718824}",20,0,-168.69299479293917,"{0: 8, 1: 2, 2: 8, 3: 0, 4: 2}",0
169,False,"{'a': 0.001, 'e': 0.84535383468465874}",20,0,-108.10718431299416,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
170,False,"{'a': 0.001, 'e': 0.84450890338603435}",25,0,-18.958295827151467,"{0: 18, 1: 6, 2: 1, 3: 0, 4: 0}",0
171,False,"{'a': 0.001, 'e': 0.8436648165963837}",25,0,-119.46169934970246,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
172,False,"{'a': 0.001, 'e': 0.8428215734716199}",20,9,-34.59818016058246,"{0: 7, 1: 1, 2: 2, 3: 1, 4: 0}",1
173,False,"{'a': 0.001, 'e': 0.84197917316849991}",20,0,-20.400004858772967,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
174,False,"{'a': 0.001, 'e': 0.84113761484462324}",30,20,-9.76375684519376,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
175,False,"{'a': 0.001, 'e': 0.84029689765843141}",20,2,-76.21290738197466,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 1}",1
176,False,"{'a': 0.001, 'e': 0.83945702076920736}",20,8,-37.86182687076283,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 0}",1
177,False,"{'a': 0.001, 'e': 0.83861798333707405}",20,0,-68.23129370795974,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
178,False,"{'a': 0.001, 'e': 0.83777978452299384}",25,0,-116.06304060060889,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
179,False,"{'a': 0.001, 'e': 0.83694242348876813}",25,7,-81.46874542422225,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 1}",1
180,False,"{'a': 0.001, 'e': 0.8361058993970355}",25,0,-28.966868442130966,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
181,False,"{'a': 0.001, 'e': 0.835270211411272}",20,0,-97.94920041459767,"{0: 10, 1: 2, 2: 6, 3: 2, 4: 0}",0
182,False,"{'a': 0.001, 'e': 0.83443535869578955}",20,0,-99.18433622767212,"{0: 10, 1: 4, 2: 3, 3: 3, 4: 0}",0
183,False,"{'a': 0.001, 'e': 0.8336013404157353}",25,0,-87.18806255443245,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
